"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-miR-34c-5p",26.9048737272168,-0.116827114893897,1.25121727155838,-0.0933707658529914,0.925609014506287,0.9954112309327
"hsa-miR-3605-3p",143.976076653533,0.0492158781073973,0.51032061055343,0.0964410942642978,0.923170255708201,0.9954112309327
"hsa-miR-3605-5p",206.059803349993,-1.06250369354787,0.560739029171635,-1.89482743000337,0.0581152679335181,0.9954112309327
"hsa-miR-361-3p",421.515788348559,-0.313829873553975,0.502836322304221,-0.624119339899446,0.532549213663249,0.9954112309327
"hsa-miR-361-5p",352.034225020895,0.226482707829488,0.634797378099089,0.356779526260322,0.721256864586673,0.9954112309327
"hsa-miR-3611-3p",7.82120505059197,0.880653193372176,0.946817826714275,0.930118940016466,0.352309505383504,0.9954112309327
"hsa-miR-3613-3p",5.59503329303669,0.763114538232484,2.03134135962283,0.375670260745431,0.70716204958769,0.9954112309327
"hsa-miR-3613-5p",72.2901750983337,-0.306668386125827,0.646285951963484,-0.474508822594916,0.635137108053529,0.9954112309327
"hsa-miR-3614-5p",42.0301733063478,-0.0707764039316441,0.874312450583896,-0.0809509276510671,0.935480978418766,0.9954112309327
"hsa-miR-3615-3p",5669.21713257854,-0.774926081781035,0.374224338474224,-2.07075276007044,0.0383819069338244,0.9954112309327
"hsa-miR-362-3p",100.087137836285,0.0491631187751056,0.558467042759922,0.0880322651308901,0.92985103181768,0.9954112309327
"hsa-miR-362-5p",8.67184338813537,2.81821992605609,1.52937967065472,1.84272092805419,0.0653697668043152,0.9954112309327
"hsa-miR-363-3p",16928.1762254828,0.114061157726364,0.320656752056489,0.355711074208941,0.722056950767506,0.9954112309327
"hsa-miR-365a-3p/365b-3p",35.7953323775783,1.93874746047662,1.48783128370514,1.30306942844257,NA,NA
"hsa-miR-3675-5p",9.54015550944555,0.38620935376126,1.84149946932493,0.20972547654485,0.83388194030576,0.9954112309327
"hsa-miR-3677-3p",16.5517538477002,0.22868616890943,1.30101338822425,0.175775415517871,0.860470384471526,0.9954112309327
"hsa-miR-3684",7.61473150538119,-0.513276359443481,1.46008567119117,-0.351538522410632,0.725184377556678,0.9954112309327
"hsa-miR-3688-3p",550.84956626921,0.00183475055078854,0.427640196169385,0.00429040713951458,0.996576760886092,0.99846064890289
"hsa-miR-369-3p",11.6205684459458,-0.0358191766728845,1.23342831476954,-0.0290403392268298,0.976832418099311,0.9954112309327
"hsa-miR-369-5p",9.46859791170486,0.153052230972922,1.57284706595125,0.0973090354975849,0.92248098076652,0.9954112309327
"hsa-miR-3691-5p",12.092151330232,-0.457953456936069,0.926494147136319,-0.49428640035293,0.621103928270759,0.9954112309327
"hsa-miR-370-3p",27.2786378157154,2.60292611611929,2.61467391905001,0.995506972075895,0.319489755026215,0.9954112309327
"hsa-miR-371b-5p",32.4141407102587,0.310523695613826,0.963567354976728,0.322264649180986,NA,NA
"hsa-miR-374a-3p",261.589226319535,-0.590698360175378,0.546560948679892,-1.08075478425982,0.279806206452894,0.9954112309327
"hsa-miR-374a-5p",139.302245709229,-0.35445358822399,0.524584403917864,-0.67568457158991,0.499240933590554,0.9954112309327
"hsa-miR-374b-3p",7.59012921417392,0.10515185336615,1.32991760776693,0.0790664419750865,0.936979775346683,0.9954112309327
"hsa-miR-374b-5p",141.053382505174,-0.382295968618003,0.650737106305246,-0.587481434382315,0.556880415745109,0.9954112309327
"hsa-miR-375-3p",5543.57758567356,0.439125270660573,0.747773955173814,0.58724333419516,NA,NA
"hsa-miR-378a-3p/378c/378d/378e",56439.7042493958,-1.21451719932491,0.631880357366999,-1.92206829214588,0.0545971651999776,0.9954112309327
"hsa-miR-378a-5p",17.9095316007069,2.07162294554464,1.2258320037906,1.68997296459762,0.0910331270012086,0.9954112309327
"hsa-miR-378i",17.8785603226653,-1.44589371884978,1.35842273069017,-1.06439158163613,0.28715134579421,0.9954112309327
"hsa-miR-381-3p",171.978218745851,-0.313111438759783,0.787302236528373,-0.397701701116022,0.690850083338815,0.9954112309327
"hsa-miR-3909-3p",125.390276563236,-0.62551430021317,0.830979367866957,-0.752743478840882,0.451604077234287,0.9954112309327
"hsa-miR-3912-3p",150.19249199056,0.0626107004791643,0.501678663947473,0.124802398384875,0.900679988603312,0.9954112309327
"hsa-miR-3913-5p",56.2118109580469,0.0997751915846774,0.520426958237205,0.191717953894312,0.847963141689427,0.9954112309327
"hsa-miR-3918-5p",3.33422363482173,-1.70002437844738,1.96203583361739,-0.866459393513248,0.386238285292548,0.9954112309327
"hsa-miR-3928-3p",21.7210048808988,0.817912885413865,0.789222580630753,1.0363526152029,0.300037668046139,0.9954112309327
"hsa-miR-3940-3p",5.22067119992128,-2.59060063971516,1.90249443626156,-1.36168631578537,0.173296901671062,0.9954112309327
"hsa-miR-3942-5p",35.948465048064,-0.669268694058189,0.751324089843374,-0.89078561849083,0.373044191936834,0.9954112309327
"hsa-miR-409-3p",560.643576725091,-0.460593188370711,0.600854956846134,-0.766563016785861,0.443341371228875,0.9954112309327
"hsa-miR-410-3p",359.015070725208,0.506602469643845,0.734868399900297,0.689378492411129,0.490585114462149,0.9954112309327
"hsa-miR-411-5p",113.957835531214,0.144836390318876,0.688963707615135,0.210223541121246,0.833493206917899,0.9954112309327
"hsa-miR-421",3118.18008862181,0.0324023177029523,0.43463654090482,0.0745503763569845,0.940572458116438,0.9954112309327
"hsa-miR-423-3p",14687.5546570674,-0.0718603878424841,0.331680057107431,-0.216655738874311,0.828476643913985,0.9954112309327
"hsa-miR-423-5p",511867.854722095,0.138367641205798,0.381582161647343,0.362615591379967,NA,NA
"hsa-miR-424-3p",1576.99297785462,-0.370690802284161,0.38686796129804,-0.958184288614647,0.337969838322352,0.9954112309327
"hsa-miR-424-5p",227.511674480135,-0.370432854249435,0.630368702155889,-0.587644743437512,0.556770771838214,0.9954112309327
"hsa-miR-425-3p",110.095766280963,0.136504779068363,0.477340908838623,0.285969160700014,0.774901741816348,0.9954112309327
"hsa-miR-425-5p",15976.435443987,0.327615077731197,0.2573581592496,1.27299277662869,0.203020605093545,0.9954112309327
"hsa-miR-429",70.7853923404968,0.369485379382695,0.772267188332362,0.478442415999265,0.632335350265957,0.9954112309327
"hsa-miR-431-3p",5.00216981925439,0.373831150156875,1.93364859978415,0.193329413730398,0.846700992015826,0.9954112309327
"hsa-miR-431-5p",55.1829754621752,0.766540443425731,0.981056087328142,0.781342120319916,0.434601303242419,0.9954112309327
"hsa-miR-432-5p",42.4627567154182,-0.0686919956102238,0.902555486587184,-0.0761083353112921,0.939332908758119,0.9954112309327
"hsa-miR-4326",17.4001271214166,-0.598347286734706,1.24332305295074,-0.481248445699344,0.630339933084125,0.9954112309327
"hsa-miR-4424",5.22113949239861,0.147195039868778,1.77695591303947,0.0828355046901544,0.933982337468567,0.9954112309327
"hsa-miR-4433b-3p",9.84888298555764,1.07203360318644,1.38666912486904,0.773099785637534,0.439463327965145,0.9954112309327
"hsa-miR-4433b-5p",42.6201378515593,-0.149743846974002,0.979900274070126,-0.152815394521755,0.878543857255494,0.9954112309327
"hsa-miR-4435-5p",24.389309637763,-0.384697385579563,1.01092133064072,-0.380541367482812,0.703543595221037,0.9954112309327
"hsa-miR-4446-3p",74.9054963014002,1.35691330126191,0.872969437419077,1.55436518519321,0.120097332774759,0.9954112309327
"hsa-miR-4454",7.13042639151148,-1.20929285143982,2.39313257858019,-0.505317951150569,0.613335536547914,0.9954112309327
"hsa-miR-4467-5p",12.859069130322,0.367850218993646,1.95056473660354,0.188586521683034,0.850416897395773,0.9954112309327
"hsa-miR-4473-5p",5.85104621786256,0.0442451434506649,1.40092980101385,0.0315826984468777,0.974804841146277,0.9954112309327
"hsa-miR-4474-3p",8.18350910018222,-1.90894371853306,1.33076001484861,-1.43447631220737,0.151436384140132,0.9954112309327
"hsa-miR-4482-3p",27.1111842304078,0.885759139192652,1.35878978294084,0.651873564485887,0.514482739846703,0.9954112309327
"hsa-miR-449a/449b-5p",13.8307974851838,-0.324060302767638,1.56184409317566,-0.207485692191423,0.835630565529823,0.9954112309327
"hsa-miR-449c-5p",20.2685504078887,0.501210879561913,1.15356757573477,0.434487662539116,0.663934352002605,0.9954112309327
"hsa-miR-4503",4.04384405347589,-1.49242512263582,1.85561824733396,-0.80427379110981,0.421238870539984,0.9954112309327
"hsa-miR-4504-3p",22.1519917046552,0.203663010907735,0.859606253168782,0.236925929932418,0.81271425343951,0.9954112309327
"hsa-miR-4508",8.42226719946174,0.0410689581065491,1.02806414661238,0.0399478556293177,0.968134698255134,0.9954112309327
"hsa-miR-450a-5p",23.081874452914,-1.15839098639729,0.79128776483537,-1.4639313760125,0.143212699458239,0.9954112309327
"hsa-miR-450b-5p",261.52020340821,-1.04062163285319,0.715404822484038,-1.45459130292124,0.145782440166543,0.9954112309327
